Класс;Код Клиента;Квартал
активные приверженцы;1025305035;01.01.2016
активные приверженцы;1025305035;01.04.2016
активные приверженцы;1025305035;01.07.2016
непостоянные приверженцы;1025305035;01.10.2016
активные приверженцы;1025305035;01.01.2017
активные приверженцы;1025305035;01.04.2017
активные приверженцы;1025305035;01.07.2017
активные приверженцы;1025305035;01.10.2017
непостоянные приверженцы;10253611830;01.01.2016
без предпочтений;10253611830;01.04.2016
активные приверженцы;10253611830;01.07.2016
активные приверженцы;10253611830;01.10.2016
без предпочтений;10253611830;01.01.2017
непостоянные приверженцы;10253611830;01.04.2017
частичные приверженцы;10253611830;01.07.2017
активные приверженцы;10253611830;01.10.2017
непостоянные приверженцы;10253732358;01.01.2016
активные приверженцы;10253732358;01.04.2016
непостоянные приверженцы;10253732358;01.07.2016
непостоянные приверженцы;10253732358;01.10.2016
непостоянные приверженцы;10253732358;01.01.2017
без предпочтений;10253732358;01.04.2017
активные приверженцы;10253732358;01.07.2017
без предпочтений;10253732358;01.10.2017
без предпочтений;10253750047;01.01.2016
непостоянные приверженцы;10253750047;01.04.2016
активные приверженцы;10253750047;01.07.2016
активные приверженцы;10253750047;01.10.2016
активные приверженцы;10253750047;01.01.2017
активные приверженцы;10253750047;01.04.2017
активные приверженцы;10253750047;01.07.2017
без предпочтений;10253750047;01.10.2017
